"Goods Shipped","Gross Weight (t)"
"1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF DANGEROUS LIQUIDS 4-DICLOROFENILISOCIANATO DICHLOROPHENYL ISOCYANATES","24.28"
"1 X 20 CONTAINERS CONTAINING 2400 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID FLUENSULFON","15.78"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF GALIGAN 240 EC AGRICULTURAL HERBI CIDE","35.24"
"5 X 40 CONTAINERS CONTAINING 18624 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","103.23"
"1 X 20 CONTAINERS CONTAINING 20 IBCS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID CAPTAN","12.97"
"2 X 20 CONTAINERS CONTAINING 40 IBCS OF FIPRONIL TECNICO MILENIA P ESTICIDE SOLID TOXIC, N.O. FIPRONIL","20.94"
"1 X 20 CONTAINERS CONTAINING 18 BINS OF ALTAPYNE M-28B TALL OIL","17.38"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CHEMICAL PRODUCT DMAC - N, N-DIMETHYLACETAMIDE N, N-DIMETILACETAMIDA","16.34"
"1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 BAGS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE SOLID","30.18"
"1 X 20 CONTAINERS CONTAINING 2400 CANS OF TRIVOR ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID PYRIPROXYFEN","15.42"
"10 X 20 CONTAINERS CONTAINING 800 DRUMS OF LITS VORAZ CARBAMATE PESTICIDE LIQ UID,TOXIC METHOMYL, NOVALURON","198"
"1 X 20 CONTAINERS CONTAINING 2400 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID FLUENSULFONE","15.78"
"4 X 20 CONTAINERS CONTAINING 80 BAGS OF 2,4-D ACID TECHN.98 TC 2,4-D ACIDO TECNICO MILENIA BR","74.04"
"1 X 40 CONTAINERS CONTAINING 6420 PACKAGES OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID DIMETHOMORPH","16.49"
"1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF DANGEROUS LIQUIDS 4-DICLOROFENILISOCIANATO DICHLOROPHENYL ISOCYANATES","24.22"
"10 X 20 CONTAINERS CONTAINING 200 BAGS OF 2,4-D ACID TECHN.98 TC 2,4-D ACIDO TECNICO MILENIA BR","184.8"
"2 X 40 CONTAINERS CONTAINING 80 BAGS OF CARBENDAZIM TECNICO MIL","48.24"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF METHYL FORMATE PURE","20.72"
"6 X 20 CONTAINERS CONTAINING 6 FLEXITANK OF CAROMAX 28 - HYDROCARBONS C10-C13, AROMATICS, 1% NAPHTHALENE C YCLICS","120.14"
"1 X 20 CONTAINERS CONTAINING 58 DRUMS OF ETHYLAN NS-500LQ 460 LB TH DR","13.09"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF METHYL FORMATE","22.5"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CHEMICAL PRODUCT DMAC - N, N-DIMETHYLACETAMIDE N, N-DIMETILACETAMIDA","16.34"
"1 X 40 CONTAINERS CONTAINING 80 DRUMS OF ORGANOP HOP HORUS PESTICIDE SOLID, TOXIC METHIDATHION","13.4"
"2 X 20 & 4 X 20 CONTAINERS CONTAINING 6 TANK OF DIMETHYLAMINE, AQUEOUS SOLUTION","107.56"
"1 X 40 CONTAINERS CONTAINING 40 CASE OF MARINE POLLUTANT PESTICIDE, SOLID, TOXIC AZOXYSTROBIN AZOXYSTROBIN TECNICO MILENIA","14.52"
"1 X 40 CONTAINERS CONTAINING 40 CASE OF PESTICIDE, SOLID, TOXIC, N.O.S AZOXYSTROBIN AZOXYSTROBIN TECNICO MILENIA","14.52"
"7 X 20 CONTAINERS CONTAINING 126 IBCS OF GALIL SC IMIDACLOPRID, BIFENTHRIN","144.27"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF DANGEROUS LIQUIDS 3.4-DICLOROFENILISOCIAN ATO DICHLOROPHENYL ISOCYANATES","24.7"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF PYRINEX 480 HAZARDOUS SUBSTANCE LIQUID CHLORPYRIFOS HYDROCARBONS C10, AROMATICS NAPHTHALENE","19.96"
"5 X 20 CONTAINERS CONTAINING 400 DRUMS OF VORAZ CARBAMATE PESTICIDE,LIQUID,TOXIC METHOMYL, NOVALURON","99"
"1 X 40 CONTAINERS CONTAINING 80 DRUMS OF SUPRATHION TECNICO ORGANOP HOPHORUS PESTICIDE SOLID TOXIC METHIDATHION","19.36"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF CHEMICAL PRODUCT DMAC - N, N-DIMETHYLACETAMIDE N, N-DIMETILACETAMIDA","32.68"
"4 X 20 CONTAINERS CONTAINING 320 DRUMS OF VORAZ CARBAMATE PESTICIDE,LIQUID,TOXIC METHOMYL, NOVALURON","79.2"
"12 X 20 CONTAINERS CONTAINING 240 BAGS OF ACIDO TECNICO MILENIA BR","221.54"
"1 X 40 CONTAINERS CONTAINING 80 DRUMS OF SUPRATHION TECNICO ORGANOP HOP HORUS PESTICIDE SOLID, TOXIC, METHIDATHION","19.36"
"1 X 20 CONTAINERS CONTAINING 45 DRUMS OF 4-XILIDINA 4-XYLIDINE","9.97"
"3 X 40 CONTAINERS CONTAINING 120 CASE OF DIUREX TECNICO AGRI CULTURAL HERBICIDE NO GUEIRA VIVIANE","50.58"
"1 X 40 CONTAINERS CONTAINING 640 DRUMS OF BIFENTRINA TECNICO MILENIA PYRET HROID PESTICIDE, SOLID, TOXIC BIFENTHRIN","18.72"
"1 X 20 CONTAINERS CONTAINING 20 IBCS OF FIPRONIL TECNICO MILENIA PESTICIDE, SOLID, TOXIC FIPRONIL","10.47"
"12 X 20 CONTAINERS CONTAINING 216 IBCS OF IMIDACLOPRID BIFENTHRIN","247.32"
"3 X 40 CONTAINERS CONTAINING 10800 CANS OF IMIDACLOPRID BIFENTHRIN","66.64"
"10 X 20 CONTAINERS CONTAINING 200 BAGS OF ACIDO TECNICO MILENIA","184.2"
"5 X 20 CONTAINERS CONTAINING 400 DRUMS OF HAZARDOUS SUBSTANCE, LIQUID CHLORPYRIFOS, HYDROCARBONS C10 AROMATICS 1% NAPHTHALENE","99.8"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF ZARDOUS SUBSTANCE, LIQUID NOVALURON","38.64"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF DICHLOROPH ENYL ISOCYANATES D ICLOROFENILISOCIA NATO","25.54"
"3 X 40 CONTAINERS CONTAINING 12096 BAGS OF JUMP AGRICULTURAL HERBICIDE","67.04"
"6 X 40 CONTAINERS CONTAINING 240 BAGS OF CARBENDAZIM TECNICO MIL CARBENDAZIM 98% TECH","144.72"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF LT GALIGAN AGRICULTURAL HERBICIDE","17.62"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF JUMP AGRICULTURAL HERBICIDE","44.7"
"7 X 40 CONTAINERS CONTAINING 28224 BAGS OF JUMP AGRICULTURAL HERBICIDE","156.44"
"1 X 40 CONTAINERS CONTAINING 4032 BAGS OF JUMP AGRICULTURAL HERBICIDE","22.35"
"2 X 40 CONTAINERS CONTAINING 160 DRUMS OF SUPRATHION TECNICO 900 ORGANO PHOPHORUS PESTICIDE SOLID TOXIC METHIDATHION","38.72"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CARBAMATE PESTICIDE,LIQUID,TOXIC METHOMYL, NOVALURON","19.8"
"1 X 40 CONTAINERS CONTAINING 40 CASE OF PESTICIDE SOLID TOXIC AZOXYSTROBIN AZOXYSTROBIN TECNICO MILENIA","14.52"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF DI METHYL SULPHATE DIMETIL SULFATO SULFATO DE DIMETILA","25"
"1 X 20 CONTAINERS CONTAINING 1600 CANS OF LIQUID PYRIPROXYFEN","10.28"
"3 X 20 CONTAINERS CONTAINING 240 DRUMS OF LIQUID CHLORPYRIFOS HYDROCARBONS C10 A ROMATICS 1% NAPHTHALENE","59.88"
"1 X 40 CONTAINERS CONTAINING 4032 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","22.35"
"1 X 40 CONTAINERS CONTAINING 80 DRUMS OF SUPRATHION TECNICO ORGANOPHOPHORUS PESTICIDE SOLID TOXIC METHIDATHION","13.4"
"1 X 40 CONTAINERS CONTAINING 4032 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","22.35"
"1 X 20 & 1 X 40 CONTAINERS CONTAINING 60 BAGS OF CHLOROTHALONIL","30.18"
"2 X 40 CONTAINERS CONTAINING 80 BAGS OF CHLOROTHALONIL","40.24"
"1 X 20 & 2 X 40 CONTAINERS CONTAINING 2400 BOXES OF TEBUTHIURON","59.04"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF N-DIMETHYLACETAMIDE","16.34"
"1 X 40 CONTAINERS CONTAINING 4032 BAGS OF JUMP AGRICULTURAL HERBICIDE","22.35"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF TRIMETHYL ORTHO FORMATE","16.76"
"6 X 40 CONTAINERS CONTAINING 240 CASE OF FLEXIBLE IBCS DIUREX TECNICO AGRI CULTURAL HERBICIDE","101.16"
"6 X 40 CONTAINERS CONTAINING 240 CASE OF FLEXIBLE IBCS DIUREX TECNICO AGRI CULTURAL HERBICIDE","101.16"
"11 X 40 CONTAINERS CONTAINING 44352 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","245.83"
"1 X 40 CONTAINERS CONTAINING 80 DRUMS OF SUPRATHION TECNICO ORGANOPHOPHORUS, PESTICIDE, SOLID, TOXIC METHIDATHION","13.4"
"5 X 40 CONTAINERS CONTAINING 20160 BAGS OF JUMP AGRICULTURAL HERBICIDE","111.74"
"1 X 40 CONTAINERS CONTAINING 42 DRUMS OF SUPRATHION TECNICO ORGANOPHOPHORUS, PESTICIDE, SOLID,TOXIC METHIDATHION","10.16"
"1 X 40 CONTAINERS CONTAINING 28 IBCS OF IMIDACLOPRIDE TECNICO MILENIA IMIDACLOPRID","14.66"
"12 X 20 CONTAINERS CONTAINING 240 BAGS OF 2,4-D ACID TECHN.98 TC (2,4-D ACIDO TECNICO MILENIA BR) BIG BAGS","222.44"
"1 X 20 CONTAINERS CONTAINING 160 DRUMS OF BIFENTRINA TECNICO MILENIA PYRETHROID PESTICIDE SOLID, TOXIC BIFENTHRIN","4.68"
"6 X 40 CONTAINERS CONTAINING 240 CASE OF DIUREX TECNICO AGRICULTURAL HERBICIDE","101.16"
"1 X 20 & 5 X 20 CONTAINERS CONTAINING 6 TANK OF CHEMICALS NOS HAZARDOUS DIMETHYLAMINE AQUEOUS SOLUTION DIMETHYLAMINE","107.59"
"1 X 20 & 2 X 20 & 2 X 20 CONTAINERS CONTAINING 5 TANK OF MONOISOPROPYLAMINE BULK ISOPROPYLAMINE","72.39"
"1 X 20 CONTAINERS CONTAINING 2400 PACK OF PLASTIC JERRYCAN LEGADO ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID FLUENSULFONE","15.78"
"5 X 20 CONTAINERS CONTAINING 400 DRUMS OF LITS VORAZ CARBAMATE PESTICIDE , LI QUID TOXIC METHOMYL, NOVALURON","99"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF LITS RIMON SUPRA ENVIRONMENTALLY HA ZARDOUS SUBSTANCE LIQUID NOVALURON","38.64"
"5 X 40 CONTAINERS CONTAINING 200 BAGS OF CARBENDAZIM TECNICO MIL","120.6"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CHEMICAL PRODUCT DMAC N N DIMETHYLACETAMIDE DIMETILACETAMIDA","16.34"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF 2 4 XILIDINA","17.72"
"6 X 40 CONTAINERS CONTAINING 240 CASE OF CHLOROTHALONIL TECH","120.72"
"3 X 40 CONTAINERS CONTAINING 240 DRUMS OF SUPRATHION TECNICO ORGANO PHOPHORUS, PESTICIDE, SOLID, TOXIC METHIDATHION","40.2"
"1 X 20 CONTAINERS CONTAINING 18 PACKAGES OF IMIDACLOPRID, BIFENTHRIN","20.61"
"12 X 40 CONTAINERS CONTAINING 48384 BAGS OF JUMP AGRICULTURAL HERBICIDE","268.18"
"4 X 20 CONTAINERS CONTAINING 320 DRUMS OF RIMON SUPRA ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID NOVALURON","77.28"
"6 X 40 CONTAINERS CONTAINING 24192 BAGS OF HEXARON WG AGRICULTURAL HERBICID","134.09"
"7 X 20 CONTAINERS CONTAINING 560 DRUMS OF LITS VORAZ CARBAMATE PESTICIDE LI QUID,TOXIC METHOMYL, NOVALURON","138.6"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF DI METHYL SULPHATE DIMETIL SULFATO SULFATO DE DIMETILA DIMETHYL SULPHATE","25"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG RIDOVER","121.1"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG RIDOVER","121.1"
"6 X 20 CONTAINERS CONTAINING 108 PACKAGES OF IMIDACLOPRID BIFENTHRIN","123.66"
"1 X 40 CONTAINERS CONTAINING 4032 BAGS OF JUMP AGRICULTURAL HERBICIDE","22.35"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF METHYLNAPHTHALENE AND POLY CYCLICS","19.94"
"6 X 20 CONTAINERS CONTAINING 480 DRUMS OF CARBAMATE PESTICIDE METHOMYL NOVALURON LIQUIDTOXIC","118.8"
"1 X 20 & 7 X 40 CONTAINERS CONTAINING 300 CASE OF CHLOROTHALONIL TECH","150.9"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF JUMP AGRICULTURAL HERBICIDE","44.7"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF CHEMICAL PRODUCT DMAC N N DIMETHYLACETAMIDE N N DIMETILACETAMIDA","32.68"
"1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF 3 4 DICLOROFENILISOCIANATO","26.12"
"7 X 40 CONTAINERS CONTAINING 10080 CARTONS OF ACEPHATE","120.96"
"1 X 20 CONTAINERS CONTAINING 19 PACKAGES OF DRYER FOR PICOXYSTROBIN","11.42"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF TRIMETHYL ORTHOFORMATE TRIMETIL-ORTO-FORMIATO","16.76"
"1 X 20 CONTAINERS CONTAINING 20 IBCS OF FIPRONIL TECNICO MILENIA PESTI CIDE SOLID TOXIC FIPRONIL","10.47"
"12 X 20 CONTAINERS CONTAINING 216 IBCS OF GALIL SC IMIDACLOPRID, BIFENTHRIN","247.32"
"5 X 40 CONTAINERS CONTAINING 20160 BAGS OF JUMP AGRICULTURAL HERBICIDE","111.74"
"1 X 20 & 2 X 40 CONTAINERS CONTAINING 80 IBCS OF CAPTAN MKT TECNICO MILENIA SOLID","51.88"
"4 X 40 CONTAINERS CONTAINING 16128 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","89.39"
"1 X 40 CONTAINERS CONTAINING 1728 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","9.58"
"6 X 40 CONTAINERS CONTAINING 6480 CARTONS OF GLYPHOSATE 72% WG RIDOVER","145.32"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF AGRICULTURAL HERBICIDE","20.09"
"6 X 20 CONTAINERS CONTAINING 480 DRUMS OF 16000 LITS VORAZ CARBAMATE PESTICIDE LI QUID,TOXIC METHOMYL, NOVALURON","118.8"
"6 X 40 CONTAINERS CONTAINING 6480 CARTONS OF GLYPHOSATE 72% WG RIDOVER","145.32"
"2 X 20 CONTAINERS CONTAINING 36 IBCS OF IMIDACLOPRID, BIFENTHRIN","41.22"
"3 X 40 CONTAINERS CONTAINING 120 BAGS OF CARBENDAZIM TECNICO MIL CARBENDAZIM 98% TECH","72.36"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF JUMP AGRICULTURAL HERBICIDE","44.7"
"10 X 20 CONTAINERS CONTAINING 178 IBCS OF LIQUID IMIDACLOPRID BIFENTHRIN","203.81"
"13 X 20 CONTAINERS CONTAINING 260 BAGS OF 2 4 D ACID TECHN 98 TC 2 4 D ACIDO TECNICO MILENIA BR","240.24"
"4 X 20 CONTAINERS CONTAINING 280 DRUMS OF HAZARDOUS SUBSTANCE LIQUID CHLORPYRIFOS HYDROCARBONS C10 AROMATICS 1% NAPHTHALENE","69.86"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","44.7"
"1 X 40 CONTAINERS CONTAINING 400 DRUMS OF  METIL VANILAMIDA 2 AMINO 2 3 DIMETHYL BUTYRAMIDE ADB","11.2"
"5 X 20 CONTAINERS CONTAINING 5 TANK OF ISOPROPYLAMINE MONOISOPROPYLAMINE","76.04"
"8 X 20 CONTAINERS CONTAINING 144 PACKAGES OF IMIDACLOPRID BIFENTHRIN","164.88"
"3 X 40 CONTAINERS CONTAINING 12096 BAGS OF JUMP AGRICULTURAL HERBICIDE","67.04"
"6 X 20 CONTAINERS CONTAINING 480 DRUMS OF CARBAMATE PESTICIDE LI QUID,TOXIC METHOMYL, NOVALURON","118.8"
"1 X 40 CONTAINERS CONTAINING 602 PACKAGES OF TEBUCONAZOL TECNICO ADAMA FLUENSULFONE","4.99"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF NOVALURON","38.64"
"2 X 20 CONTAINERS CONTAINING 36 CASE OF PATROL SL AGRICULTURAL HERBICIDE","41.58"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF JUMP AGRICULTURAL HERBICIDE","44.7"
"10 X 20 CONTAINERS CONTAINING 200 BAGS OF 2 4 D ACID TECHN 2 4 D ACIDO TECNICO MILENIA","184.52"
"3 X 20 CONTAINERS CONTAINING 47 CASE OF AGRICULTURAL HERBICIDE","54.28"
"4 X 40 CONTAINERS CONTAINING 16128 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","89.39"
"4 X 40 CONTAINERS CONTAINING 160 CASE OF CHLOROTHALONIL TECH","80.48"
"6 X 20 CONTAINERS CONTAINING 480 DRUMS OF CARBAMATE PESTICIDE LIQUID TOXIC METHOMYL NOVALURON","118.8"
"1 X 40 CONTAINERS CONTAINING 30 IBCS OF TEBUCONAZOL TECNICO ADAMA TEBUCONAZOLE","15.7"
"3 X 20 CONTAINERS CONTAINING 54 BINS OF ALTAPYNE M 28B TALL OIL OTHER THAN CRUDE","52.13"
"2 X 40 CONTAINERS CONTAINING 8064 BAGS OF JUMP AGRICULTURAL HERBICIDE","44.7"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF SODIUM METHYLATE 30% METILATO DE SODIO A 30%","17.8"
"1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF ENVIRONMENTALLY HAZARDOUS SUBSTANCES,LIQUID,NOS,(CONTAINS METHYLNAPHTHALENE AND POLY CYCLICS","19.92"
"8 X 40 CONTAINERS CONTAINING 32256 BAGS OF JUMP AGRICULTURAL HERBICIDE","178.78"
"6 X 40 CONTAINERS CONTAINING 6480 CARTONS OF GLYPHOSATE 72% WG RIDOVER","145.32"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF TRIMETHYL ORTHOFORMATE TRIMETIL ORTO FORMIATO","16.76"
"4 X 20 & 2 X 20 CONTAINERS CONTAINING 6 PACK OF DMA 60% DIMETHYLAMINE MINIMUM 60 % SOLUTION","113.02"
"1 X 40 CONTAINERS CONTAINING 540 DRUMS OF METIL VANILAMIDA 2 AMINO 2 3 DIMETHYL BUTYRAMIDE ADB","15.12"
"5 X 20 CONTAINERS CONTAINING 90 PACKAGES OF 18000 LITS GALIL SC ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID IMIDACLOPRID BIFENTHRIN","103.05"
"2 X 20 CONTAINERS CONTAINING 36 CASE OF AGRICULTURAL HERBICIDE","41.58"
"3 X 40 CONTAINERS CONTAINING 10368 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","57.47"
"1 X 40 CONTAINERS CONTAINING 540 DRUMS OF METIL VANILAMIDA 2 AMINO 2 3 DIMETHYL BUTYRAMIDE ADB","15.12"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF 2,4-XILIDINA","17.72"
"7 X 20 CONTAINERS CONTAINING 126 IBCS OF IMIDACLOPRID, BIFENTHRIN","144.27"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF HAZARDOUS SUBSTANCE LIQUID NOVALURON RIMON SUPRA","38.64"
"4 X 40 CONTAINERS CONTAINING 16128 BAGS OF HEXARON WG AGRICULTURAL HERBICIDE","89.39"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF RIMON SUPRA NOVALURON","19.32"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF AGRICULTURAL HERBICIDE","17.62"
"10 X 20 CONTAINERS CONTAINING 200 BAGS OF 2,4-D ACID TECHN.98 TC 2,4-D ACIDO TECNICO MILENIA BR","185.46"
"1 X 20 CONTAINERS CONTAINING 1 TANK OF METHYL SULPHATE DIMETIL SULFATO SULFATO DE DIMETILA","25"
"3 X 40 CONTAINERS CONTAINING 60 PALLET OF CARBENDAZIM TECNICO MIL CARBENDAZIM 98% TECH","72.36"
"3 X 40 CONTAINERS CONTAINING 60 PALLET OF CARBENDAZIM TECNICO MIL CARBENDAZIM 98% TECH","72.36"
"1 X 20 CONTAINERS CONTAINING 58 DRUMS OF ETHYLAN NS LB TH DR","13.09"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG","121.1"
"12 X 20 CONTAINERS CONTAINING 240 BAGS OF 2,4-D ACID TECHN.98 TC 2,4-D ACIDO TECNICO MILENIA BR","221.6"
"12 X 20 CONTAINERS CONTAINING 216 IBCS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID IMIDACLOPRID BIFENTHRIN","247.32"
"4 X 40 CONTAINERS CONTAINING 14400 CANS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID PYRIPROXYFEN","92.52"
"5 X 20 CONTAINERS CONTAINING 385 DRUMS OF CHEMICAL PRODUCT SODIUM METHYLATE 30% METILATO DE SODIO A 30%","85.69"
"2 X 20 & 1 X 40 CONTAINERS CONTAINING 250 DRUMS OF EPDC DIETIL-5-ETIL-2, 3-PIRIDINOCARBOXILA","52.38"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG","121.1"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG RIDOVER","121.1"
"3 X 20 CONTAINERS CONTAINING 54 BINS OF ALTAPYNE M 28B TALL OIL OTHER THAN CRUDE","52.13"
"1 X 40 CONTAINERS CONTAINING 40 BAGS OF CHLOROTHALONIL TECH","20.12"
"4 X 40 CONTAINERS CONTAINING 4320 CARTONS OF GLYPHOSATE 72% WG RIDOVER","96.88"
"3 X 40 CONTAINERS CONTAINING 120 BAGS OF CARBENDAZIM TECNICO MIL CARBENDAZIM 98% TECH","72.36"
"2 X 40 & 1 X 40 CONTAINERS CONTAINING 10800 CANS OF IMIDACLOPRID BIFE NTHRIN","66.64"
"1 X 20 & 1 X 40 CONTAINERS CONTAINING 6000 CANS OF IMIDACLOPRID BIFENTHRIN","37.02"
"1 X 20 CONTAINERS CONTAINING 1 FLEXITANK OF 3 4 DICLOROFENIL ISOCIANATO","25.96"
"6 X 40 CONTAINERS CONTAINING 6480 CARTONS OF GLYPHOSATE 72","145.32"
"5 X 20 CONTAINERS CONTAINING 5 TANK OF MONOISOPROPYLAMINE","72.75"
"4 X 20 & 2 X 20 CONTAINERS CONTAINING 6 TANK OF CAROMAX 28 BULK","119.72"
"5 X 20 CONTAINERS CONTAINING 5 PACK OF MONOISOPROPILAMINA ISOPROPYLAMINE","77.5"
"6 X 40 CONTAINERS CONTAINING 6480 CARTONS OF GLYPHOSATE 72","145.32"
"1 X 20 CONTAINERS CONTAINING 8 IBCS OF FIPRONIL TECNICO MILENIA PESTICIDE SOLID TOXIC FIPRONIL","4.19"
"9 X 20 CONTAINERS CONTAINING 162 IBCS OF ENVIRONMENTALLY HAZARDOUS SUBSTANCE LIQUID IMIDACLOPRID BIFENTHRIN","185.49"
"3 X 20 CONTAINERS CONTAINING 240 DRUMS OF CARBAMATE PESTICIDE LIQUID TOXIC METHOMYL NOVALURON","59.4"
"1 X 40 CONTAINERS CONTAINING 90 DRUMS OF EPDC DIETIL-5-ETIL-2,3- IRIDINOCARBOXILA","19.8"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG RIDOVER","121.1"
"1 X 40 CONTAINERS CONTAINING 40 BAGS OF CHLOROTHALONIL TECH 98 5","20.12"
"6 X 20 CONTAINERS CONTAINING 14400 CANS OF IMIDACLOPRID BIFE NTHRIN","88.85"
"1 X 20 & 1 X 20 CONTAINERS CONTAINING 2 TANK OF ISOPROPYLAMINE MONOISOPROPYLAMINE","29.54"
"9 X 20 CONTAINERS CONTAINING 162 IBCS OF IMIDACLOPRID BIFENTHRIN","185.49"
"1 X 20 CONTAINERS CONTAINING 80 DRUMS OF CARBAMATE PESTICIDE LIQUID TOXIC    METHOMYL NOVALURON","19.8"
"1 X 20 CONTAINERS CONTAINING 1000 CANS OF DIMETHOMORPH","5.87"
"4 X 40 CONTAINERS CONTAINING 14400 CANS OF PYRIPROXYFEN","92.52"
"2 X 20 CONTAINERS CONTAINING  PACK OF DANGEROUS LIQUIDS3 4-DICLOROFENILISOCIANATOTA","51.36"
"5 X 20 CONTAINERS CONTAINING 100 BAGS OF 2,4-D ACID TECHN ACIDO TECNICO MILENIA BR","92.52"
"15 X 20 CONTAINERS CONTAINING 300 BAGS OF 2,4-D ACID TECHN","277.64"
"4 PACK OF DMA 60 DIMETHYLAMINE MINIMUM 60 SOLUTION","74.66"
"6 X 20 CONTAINERS CONTAINING 14400 CANS OF IMIDACLOPRID BIFENTHRIN PLASTIC JERRYCAN","88.85"
"6 X 20 CONTAINERS CONTAINING 14400 CANS OF JERRYCAN 5 LT 12000LITS GALIL SC D154 07934 IMIDACLOPRID, BIFE NTHRIN IMIDACLOPRID BIFE NTHRIN","88.85"
"4 X 20 CONTAINERS CONTAINING 320 DRUMS OF CARBAMATE PESTICIDE,LI QUID,TOXIC METHOMYL, NOVALURON","79.2"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF CARBAMATE PESTICIDE LIQUID TOXIC METHOMYL NOVALURON","39.6"
"2 X 20 CONTAINERS CONTAINING 160 DRUMS OF LT GALIGAN 240 EC AGRICULTURAL HERBICIDE","35.24"
"5 X 40 CONTAINERS CONTAINING 5400 CARTONS OF GLYPHOSATE 72% WG RIDOVER","121.1"
"10 X 20 CONTAINERS CONTAINING 200 BAGS OF ACID TECHN.98 TC ACIDO TECNICO MILENIA BR","184.8"
"9 X 20 CONTAINERS CONTAINING 180 BAGS OF ACID TECHN.98 TC ACIDO TECNICO MILENIA BR","167.04"
"6 X 20 CONTAINERS CONTAINING 14400 CANS OF SUBSTANCE LIQUID IMIDACLOPRID BIFE NTHRIN","88.85"
"2 X 20 CONTAINERS CONTAINING 36 IBCS OF OLEO D E MAMONA ETOXILADO UNITOP R 2092","38.03"
"5 X 20 CONTAINERS CONTAINING 5 PACK OF DMA 60% DIMETHYLAMINE MINIMUM 60% SOLUTION DIMETHYLAMINE AQUEOUS SOLUTION","93.3"
